road	R161
km	56.415
type	Baily with Steel Deck
lrpName	LRP056c
name	BODDOJATI BRIDGE
length	40
condition	D
structureNr	101395
est cost	102
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	56.415
width	3.4
constructionYear	1975
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.223138888888887
lon	92.19894444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101395&vRoadID=82&vSurveyYear=2004&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101395&vRoadID=82&vSurveyYear=2004&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101395&vRoadID=82&vSurveyYear=2004&vSubdivID=285
