road	R161
km	45.533
type	Baily with Steel Deck
lrpName	LRP045e
name	Amtoli Bridge-3
length	15.36
condition	A
structureNr	121668
est cost	0
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	45.533
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-1
lat	22.3032222 
lon	92.1590833 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121668&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121668&vRoadID=82&vSurveyYear=2013&vSubdivID=285
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121668&vRoadID=82&vSurveyYear=2013&vSubdivID=285
