road	R161
km	21.371
type	Baily with Steel Deck
lrpName	LRP021d
name	Refugeepara Bridge
length	12.2
condition	A
structureNr	120980
est cost	0.086
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	21.371
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Chandraghona
lat	22.458108988461536
lon	92.13617273076923
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120980&vRoadID=82&vSurveyYear=2013&vSubdivID=568
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120980&vRoadID=82&vSurveyYear=2013&vSubdivID=568
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120980&vRoadID=82&vSurveyYear=2013&vSubdivID=568
