road	R161
km	21.18
type	Box Culvert
lrpName	LRP021b
name	NOWAPARA CULVERT
length	3.3
condition	A
structureNr	112548
est cost	0
roadName	Rangamati (Ghagra)-Chandragona-Bangalhalia-Bandarban Road
chainage	21.18
width	12.1
constructionYear	1995
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Chandraghona
lat	22.46022222222222
lon	92.135
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112548&vRoadID=82&vSurveyYear=2004&vSubdivID=568
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112548&vRoadID=82&vSurveyYear=2004&vSubdivID=568
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112548&vRoadID=82&vSurveyYear=2004&vSubdivID=568
