road	Z1004
km	3.717
type	Baily with Steel Deck
lrpName	LRP003c
name	MIZI PARA BAILY BRIDGE
length	12.3
condition	A
structureNr	112569
est cost	0
roadName	Janatabaza-Gorokghata Road
chainage	3.717
width	3.5
constructionYear	1996
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.699666666666666
lon	91.92488888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112569&vRoadID=332&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112569&vRoadID=332&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112569&vRoadID=332&vSurveyYear=2004&vSubdivID=282
