road	Z1004
km	3.937
type	Slab Culvert
lrpName	LRP003f
name	MARXA GUNA SLUB CULVERT
length	2.1
condition	D
structureNr	112588
est cost	4.42
roadName	Janatabaza-Gorokghata Road
chainage	3.937
width	6.1
constructionYear	1992
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.698027777777778
lon	91.92430555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112588&vRoadID=332&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112588&vRoadID=332&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112588&vRoadID=332&vSurveyYear=2004&vSubdivID=282
