road	R585
km	37.993
type	RCC Girder Bridge
lrpName	LRP037a
name	Tulshiganga Bridge
length	80.76
condition	C
structureNr	119575
est cost	0.826
roadName	Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road
chainage	37.993
width	
constructionYear	
spans	
zone	Rangpur
circle	Bogra
division	Gaibanda
sub-division	Palashbari
lat	25.3293049 
lon	89.1218049 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119575&vRoadID=135&vSurveyYear=2013&vSubdivID=295
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119575&vRoadID=135&vSurveyYear=2013&vSubdivID=295
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119575&vRoadID=135&vSurveyYear=2013&vSubdivID=295
