road	R585
km	87.97
type	PC Girder Bridge
lrpName	LRP087d
name	Atrai Bridge
length	223.6
condition	A
structureNr	110138
est cost	0
roadName	Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road
chainage	87.97
width	8.85
constructionYear	1988
spans	7
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Phulbari
lat	25.539472222222223
lon	88.76138888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110138&vRoadID=135&vSurveyYear=2004&vSubdivID=297
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110138&vRoadID=135&vSurveyYear=2004&vSubdivID=297
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110138&vRoadID=135&vSurveyYear=2004&vSubdivID=297
