road	Z8204
km	9.744
type	Baily with Steel Deck
lrpName	LRP009f
name	Gobindapur bridge
length	37.4
condition	B
structureNr	121399
est cost	0.03
roadName	Megula-Jalalpur-Gobindapur-Tikorpur Road
chainage	9.744
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	
lon	
estimated Location	error
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121399&vRoadID=229&vSurveyYear=2013&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121399&vRoadID=229&vSurveyYear=2013&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121399&vRoadID=229&vSurveyYear=2013&vSubdivID=517
