road	Z1220
km	15.878
type	RCC Girder Bridge
lrpName	LRP015c
name	.
length	16.5
condition	D
structureNr	116866
est cost	40
roadName	Rajachapitala-Ramchandrapur-Patchkitta Road
chainage	15.878
width	2.5
constructionYear	1985
spans	3
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.690333333333335
lon	90.88208333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116866&vRoadID=468&vSurveyYear=2006&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116866&vRoadID=468&vSurveyYear=2006&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116866&vRoadID=468&vSurveyYear=2006&vSubdivID=544
