road	N603
km	5.669
type	Box Culvert
lrpName	LRP005c
name	.
length	3.6
condition	A
structureNr	102323
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	5.669
width	11.8
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-2
lat	24.39527777777778
lon	88.68388888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102323&vRoadID=48&vSurveyYear=2004&vSubdivID=304
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102323&vRoadID=48&vSurveyYear=2004&vSubdivID=304
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102323&vRoadID=48&vSurveyYear=2004&vSubdivID=304
