road	N603
km	14.985
type	Box Culvert
lrpName	LRP014d
name	.
length	3.75
condition	A
structureNr	102791
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	14.985
width	12.1
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.40694444444444
lon	88.59555555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102791&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102791&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102791&vRoadID=48&vSurveyYear=2004&vSubdivID=302
