road	N603
km	9.337
type	Box Culvert
lrpName	LRP009c
name	.
length	3.61
condition	A
structureNr	102672
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	9.337
width	12.4
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-2
lat	24.398333333333333
lon	88.64861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102672&vRoadID=48&vSurveyYear=2004&vSubdivID=304
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102672&vRoadID=48&vSurveyYear=2004&vSubdivID=304
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102672&vRoadID=48&vSurveyYear=2004&vSubdivID=304
