road	N603
km	16.625
type	Box Culvert
lrpName	LRP016c
name	.
length	3.72
condition	A
structureNr	102833
est cost	0
roadName	Rajshahi Town By-Pass Road
chainage	16.625
width	13.75
constructionYear	2002
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.40222222222222
lon	88.58027777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102833&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102833&vRoadID=48&vSurveyYear=2004&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102833&vRoadID=48&vSurveyYear=2004&vSubdivID=302
