road	N104
km	35.203
type	Steel Beam & RCC Slab
lrpName	LRP035a
name	krimpur Bridge
length	38.2
condition	B
structureNr	101832
est cost	0.26
roadName	Feni-Noakhali Road
chainage	35.203
width	6.75
constructionYear	1965
spans	3
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.944833333333335
lon	91.10997222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101832&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101832&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101832&vRoadID=4&vSurveyYear=2004&vSubdivID=550
