road	N104
km	7.882
type	Box Culvert
lrpName	LRP008a
name	SILONIA BOX CVLVERT
length	1.9
condition	A
structureNr	101826
est cost	0
roadName	Feni-Noakhali Road
chainage	7.882
width	11
constructionYear	1968
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-1
lat	22.983694444444446
lon	91.339
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101826&vRoadID=4&vSurveyYear=2004&vSubdivID=545
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101826&vRoadID=4&vSurveyYear=2004&vSubdivID=545
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101826&vRoadID=4&vSurveyYear=2004&vSubdivID=545
