road	N104
km	23.538
type	Slab Culvert
lrpName	LRP023b
name	SANBAG CULVERT
length	2.8
condition	B
structureNr	101817
est cost	1.02
roadName	Feni-Noakhali Road
chainage	23.538
width	8
constructionYear	1976
spans	1
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.957361111111112
lon	91.22186111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101817&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101817&vRoadID=4&vSurveyYear=2004&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101817&vRoadID=4&vSurveyYear=2004&vSubdivID=550
