road	Z1425
km	14.55
type	Slab Culvert
lrpName	LRP014d
name	.
length	1
condition	A
structureNr	117331
est cost	0
roadName	Boktarmunshi-Kazirhat-Daganbhuiyan Road
chainage	14.55
width	4.3
constructionYear	1998
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-1
lat	22.925361111111112
lon	91.30538888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117331&vRoadID=525&vSurveyYear=2006&vSubdivID=545
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117331&vRoadID=525&vSurveyYear=2006&vSubdivID=545
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117331&vRoadID=525&vSurveyYear=2006&vSubdivID=545
