road	N405
km	40.333
type	RCC Girder Bridge
lrpName	LRP018a
name	.
length	56.85
condition	B
structureNr	113333
est cost	0.06
roadName	Elenga-Nalka-Hatikamrul Road (Nalka-Hatikamrul RHD Part)
chainage	40.333
width	7.2
constructionYear	1980
spans	3
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.419722222222223
lon	89.55666666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113333&vRoadID=27&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113333&vRoadID=27&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113333&vRoadID=27&vSurveyYear=2004&vSubdivID=312
