road	R504
km	3.165
type	PC Girder Bridge
lrpName	LRP003a
name	Shahid Rafiq Bridge
length	305
condition	A
structureNr	120361
est cost	1.026
roadName	Hemayetpur-Singair-Manikganj Road
chainage	3.165
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Kallayanpur
lat	23.7985552 
lon	90.2459719 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120361&vRoadID=121&vSurveyYear=2013&vSubdivID=510
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120361&vRoadID=121&vSurveyYear=2013&vSubdivID=510
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120361&vRoadID=121&vSurveyYear=2013&vSubdivID=510
