road	R504
km	15.861
type	Truss with Steel Deck
lrpName	LRP015c
name	Binod Ronpur Bridge
length	43.33
condition	B
structureNr	120120
est cost	0.19
roadName	Hemayetpur-Singair-Manikganj Road
chainage	15.861
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.809951131800002
lon	90.12547306079999
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120120&vRoadID=121&vSurveyYear=2013&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120120&vRoadID=121&vSurveyYear=2013&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120120&vRoadID=121&vSurveyYear=2013&vSubdivID=515
