road	R141
km	14.802
type	Box Culvert
lrpName	LRP014e
name	FOTEPUR BOX CULVERT
length	4.5
condition	A
structureNr	104340
est cost	0
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	14.802
width	9.7
constructionYear	1990
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.230166666666666
lon	91.12599999999999
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104340&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104340&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104340&vRoadID=74&vSurveyYear=2004&vSubdivID=543
