road	R141
km	30.672
type	Box Culvert
lrpName	LRP030b
name	KAZE BOX CULVERT
length	3
condition	A
structureNr	104323
est cost	0
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	30.672
width	9.75
constructionYear	1982
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.09336111111111
lon	91.11102777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104323&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104323&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104323&vRoadID=74&vSurveyYear=2004&vSubdivID=543
