road	R141
km	30.355
type	Box Culvert
lrpName	LRP030a
name	KACHIR PUL CULVERT
length	6
condition	C
structureNr	104315
est cost	0.39
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	30.355
width	9.1
constructionYear	1985
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.096194444444443
lon	91.11147222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104315&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104315&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104315&vRoadID=74&vSurveyYear=2004&vSubdivID=543
