road	R141
km	13.897
type	Box Culvert
lrpName	LRP013f
name	UTTOR LAKSAM BOX CULVERT
length	1.2
condition	C
structureNr	104326
est cost	0.64
roadName	Lalmai-Laksham-Sonaimuri Road
chainage	13.897
width	9.7
constructionYear	1993
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Comilla
lat	23.237361111111113
lon	91.12377777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104326&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104326&vRoadID=74&vSurveyYear=2004&vSubdivID=543
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104326&vRoadID=74&vSurveyYear=2004&vSubdivID=543
