road	Z1623
km	7.755
type	RCC Girder Bridge
lrpName	LRP007f
name	Sangar Bridge
length	9.98
condition	C
structureNr	121329
est cost	0.376
roadName	Raozan (29th km of N106)-Brahmanchhari Road (Shahid Jafar Road)
chainage	7.755
width	
constructionYear	
spans	
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.5949719 
lon	91.9244438 
estimated Location	road_chainage
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121329&vRoadID=308&vSurveyYear=2013&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121329&vRoadID=308&vSurveyYear=2013&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121329&vRoadID=308&vSurveyYear=2013&vSubdivID=270
