road	Z1623
km	7.755
type	RCC Girder Bridge
lrpName	LRP007f
name	NUTHAR RCC GIDER BRIDGE
length	10.2
condition	C
structureNr	102900
est cost	1.24
roadName	Raozan (29th km of N106)-Brahmanchhari Road (Shahid Jafar Road)
chainage	7.755
width	3.6
constructionYear	1988
spans	1
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.59497222222222
lon	91.92419444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102900&vRoadID=308&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102900&vRoadID=308&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102900&vRoadID=308&vSurveyYear=2004&vSubdivID=270
