road	R603
km	5.027
type	Slab Culvert
lrpName	LRP005a
name	Slab Culvert.
length	2
condition	C
structureNr	100193
est cost	0.02
roadName	Pabna-Paksey Nadi Bandar (EPZ) Road
chainage	5.027
width	7.8
constructionYear	2001
spans	1
zone	Rajshahi
circle	Pabna
division	Pabna
sub-division	Pabna-2
lat	24.01972222222222
lon	89.19416666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100193&vRoadID=140&vSurveyYear=2004&vSubdivID=310
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100193&vRoadID=140&vSurveyYear=2004&vSubdivID=310
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100193&vRoadID=140&vSurveyYear=2004&vSubdivID=310
