road	Z8704
km	4.729
type	RCC Girder Bridge
lrpName	LRP004c
name	
length	21
condition	C
structureNr	119259
est cost	1.052
roadName	Jhalokati-Nabagram-Gava-Ekshirapara Road
chainage	4.729
width	
constructionYear	
spans	
zone	Barisal
circle	Barisal
division	Jhalokati
sub-division	Jhalokati
lat	22.6895552 
lon	90.2005833 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119259&vRoadID=782&vSurveyYear=2013&vSubdivID=584
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119259&vRoadID=782&vSurveyYear=2013&vSubdivID=584
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119259&vRoadID=782&vSurveyYear=2013&vSubdivID=584
