road	R172
km	14.909
type	Slab Culvert
lrpName	LRP014f
name	BADARKALI
length	2
condition	A
structureNr	114593
est cost	0
roadName	Chokoria-Baderkhali Road
chainage	14.909
width	9.3
constructionYear	1992
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Chakoria
lat	21.729777777777777
lon	91.95580555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114593&vRoadID=88&vSurveyYear=2004&vSubdivID=284
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114593&vRoadID=88&vSurveyYear=2004&vSubdivID=284
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114593&vRoadID=88&vSurveyYear=2004&vSubdivID=284
