road	Z5611
km	0.9
type	Box Culvert
lrpName	LRPSb
name	.
length	4.6
condition	A
structureNr	118274
est cost	0
roadName	Rajarhat-Teesta Road
chainage	0.9
width	5.5
constructionYear	1992
spans	1
zone	Rangpur
circle	Rangpur
division	Kurigram
sub-division	Kurigram - 1
lat	25.797055555555556
lon	89.53880555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118274&vRoadID=622&vSurveyYear=2006&vSubdivID=289
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118274&vRoadID=622&vSurveyYear=2006&vSubdivID=289
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118274&vRoadID=622&vSurveyYear=2006&vSubdivID=289
