road	R460
km	26
type	Box Culvert
lrpName	LRP026b
name	LOSKOR CULVERT
length	13
condition	B
structureNr	104418
est cost	1.8
roadName	Jamalpur-Sherpur-Bangaon Road
chainage	26
width	7.4
constructionYear	1990
spans	3
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.111861111111114
lon	90.051
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104418&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104418&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104418&vRoadID=119&vSurveyYear=2004&vSubdivID=534
