road	R460
km	23.938
type	RCC Girder Bridge
lrpName	LRP024a
name	JULGAON BAILY
length	55.5
condition	A
structureNr	104405
est cost	0
roadName	Jamalpur-Sherpur-Bangaon Road
chainage	23.938
width	7.5
constructionYear	2005
spans	3
zone	Mymensingh
circle	Jamalpur
division	Sherpur
sub-division	Sherpur-1
lat	25.099666666666664
lon	90.042
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104405&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104405&vRoadID=119&vSurveyYear=2004&vSubdivID=534
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104405&vRoadID=119&vSurveyYear=2004&vSubdivID=534
