road	Z1034
km	18.2
type	Box Culvert
lrpName	LRP017f
name	.
length	5
condition	A
structureNr	118569
est cost	0
roadName	Feni-Sonagazi-Muhuriganj Project Road
chainage	18.2
width	10.2
constructionYear	1999
spans	1
zone	Comilla
circle	Noakhali
division	Feni
sub-division	Feni-1
lat	22.86038888888889
lon	91.39588888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118569&vRoadID=518&vSurveyYear=2006&vSubdivID=545
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118569&vRoadID=518&vSurveyYear=2006&vSubdivID=545
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118569&vRoadID=518&vSurveyYear=2006&vSubdivID=545
