road	Z5707
km	19.54
type	Slab Culvert
lrpName	LRP019b
name	.
length	2.4
condition	A
structureNr	115730
est cost	0
roadName	Nilphamari-Domar Road
chainage	19.54
width	8.2
constructionYear	1992
spans	1
zone	Rangpur
circle	Dinajpur
division	Nilphamari
sub-division	Nilphamari
lat	26.092027777777776
lon	88.82819444444443
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115730&vRoadID=681&vSurveyYear=2006&vSubdivID=300
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115730&vRoadID=681&vSurveyYear=2006&vSubdivID=300
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115730&vRoadID=681&vSurveyYear=2006&vSubdivID=300
