road	Z8204
km	5.975
type	Box Culvert
lrpName	LRP005c
name	.
length	3.9
condition	A
structureNr	116468
est cost	0
roadName	Megula-Jalalpur-Gobindapur-Tikorpur Road
chainage	5.975
width	6.5
constructionYear	2006
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.606444444444445
lon	90.18475000000001
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116468&vRoadID=229&vSurveyYear=2006&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116468&vRoadID=229&vSurveyYear=2006&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116468&vRoadID=229&vSurveyYear=2006&vSubdivID=517
