road	Z2016
km	15.925
type	Slab Culvert
lrpName	LRP015d
name	ATTAPUR SLAB CULVERT
length	1
condition	A
structureNr	107029
est cost	0
roadName	Rashidpur-Biswanath-Rampasha-Lama Kazi Road
chainage	15.925
width	8.1
constructionYear	1992
spans	1
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Biswanath
lat	24.90063888888889
lon	91.72852777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107029&vRoadID=375&vSurveyYear=2004&vSubdivID=558
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107029&vRoadID=375&vSurveyYear=2004&vSubdivID=558
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107029&vRoadID=375&vSurveyYear=2004&vSubdivID=558
