road	Z1126
km	17.15
type	RCC Girder Bridge
lrpName	LRP017b
name	.
length	15.4
condition	C
structureNr	117777
est cost	0.7
roadName	Yangcha-Manikpur-Shantirbazar Road
chainage	17.15
width	3
constructionYear	1978
spans	2
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.794972222222224
lon	92.05080555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117777&vRoadID=346&vSurveyYear=2006&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117777&vRoadID=346&vSurveyYear=2006&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117777&vRoadID=346&vSurveyYear=2006&vSubdivID=282
