road	Z7043
km	6.696
type	Box Culvert
lrpName	LRP006c
name	.
length	3.5
condition	A
structureNr	108478
est cost	0
roadName	Fultala-Shahapur-Miximil-Dumuria Road
chainage	6.696
width	8.4
constructionYear	1990
spans	1
zone	Khulna
circle	Khulna
division	Khulna
sub-division	Khulna-1
lat	22.947222222222223
lon	89.4213888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108478&vRoadID=691&vSurveyYear=2004&vSubdivID=317
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108478&vRoadID=691&vSurveyYear=2004&vSubdivID=317
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108478&vRoadID=691&vSurveyYear=2004&vSubdivID=317
