road	Z7043
km	23.462
type	RCC Girder Bridge
lrpName	LRP024e
name	.
length	58.65
condition	A
structureNr	108592
est cost	0
roadName	Fultala-Shahapur-Miximil-Dumuria Road
chainage	23.462
width	5.25
constructionYear	1990
spans	3
zone	Khulna
circle	Khulna
division	Khulna
sub-division	Khulna-1
lat	22.83722222222222
lon	89.39083333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108592&vRoadID=691&vSurveyYear=2004&vSubdivID=317
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108592&vRoadID=691&vSurveyYear=2004&vSubdivID=317
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108592&vRoadID=691&vSurveyYear=2004&vSubdivID=317
