road	Z1503
km	0.922
type	Slab Culvert
lrpName	LRPSd
name	.
length	2.25
condition	C
structureNr	118098
est cost	1
roadName	Maricha (Timchhari)-Ukhia Dakbanglow Road
chainage	0.922
width	4.9
constructionYear	1993
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	21.307111111111112
lon	92.10602777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118098&vRoadID=331&vSurveyYear=2006&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118098&vRoadID=331&vSurveyYear=2006&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118098&vRoadID=331&vSurveyYear=2006&vSubdivID=863
