road	Z2806
km	2.21
type	PC Girder Bridge
lrpName	LRP002a
name	Horipur Bridge
length	31.25
condition	B
structureNr	120292
est cost	0
roadName	Niamatpur-Tahirpur Road
chainage	2.21
width	
constructionYear	
spans	
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Sunamganj
lat	25.0562222 
lon	91.2634444 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120292&vRoadID=436&vSurveyYear=2013&vSubdivID=557
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120292&vRoadID=436&vSurveyYear=2013&vSubdivID=557
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120292&vRoadID=436&vSurveyYear=2013&vSubdivID=557
