road	Z1019
km	5.253
type	Box Culvert
lrpName	LRP004e
name	RUMPUR
length	9.3
condition	A
structureNr	114275
est cost	0
roadName	Keranirhat-Gunaigari Road
chainage	5.253
width	4.5
constructionYear	1994
spans	2
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.07661111111111
lon	92.04458333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114275&vRoadID=317&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114275&vRoadID=317&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114275&vRoadID=317&vSurveyYear=2004&vSubdivID=280
