road	Z8121
km	0.754
type	Baily with Steel Deck
lrpName	LRPSb
name	TARKI BRIDGE
length	24.4
condition	B
structureNr	106900
est cost	0.45
roadName	Rakabibazar-Rampal-Digirpar (Tongibari)-Banglabazar-Munshiganj (Nawagaon) Road
chainage	0.754
width	3.6
constructionYear	1984
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Munshiganj
lat	23.563583333333334
lon	90.49686111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106900&vRoadID=233&vSurveyYear=2004&vSubdivID=518
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106900&vRoadID=233&vSurveyYear=2004&vSubdivID=518
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106900&vRoadID=233&vSurveyYear=2004&vSubdivID=518
