road	N110
km	0.371
type	Box Culvert
lrpName	LRPSa
name	zilinza kali
length	8.3
condition	A
structureNr	104995
est cost	0
roadName	Link Road(at N1)-Cox`s Bazar (Laboni More) Road
chainage	0.371
width	12.3
constructionYear	1987
spans	2
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.42488888888889
lon	92.01980555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104995&vRoadID=10&vSurveyYear=2004&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104995&vRoadID=10&vSurveyYear=2004&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104995&vRoadID=10&vSurveyYear=2004&vSubdivID=282
