road	R585
km	87.97
type	PC Girder Bridge
lrpName	LRP087d
name	Mohopnpur Bridge
length	223.48
condition	B
structureNr	119579
est cost	1.34
roadName	Gobindagnj-Goraghat-Birampur-Fulbari-Dinajpur Road
chainage	87.97
width	
constructionYear	
spans	
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Phulbari
lat	25.5409997 
lon	88.7700827 
estimated Location	road_chainage
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119579&vRoadID=135&vSurveyYear=2013&vSubdivID=297
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119579&vRoadID=135&vSurveyYear=2013&vSubdivID=297
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119579&vRoadID=135&vSurveyYear=2013&vSubdivID=297
