road	R555
km	8.768
type	Truss with Steel Deck
lrpName	LRP008b
name	Sloka Steel Bridge
length	39.85
condition	D
structureNr	119718
est cost	3.71
roadName	Palashbari-Gaibandah Road
chainage	8.768
width	
constructionYear	
spans	
zone	Rangpur
circle	Bogra
division	Gaibanda
sub-division	Palashbari
lat	25.3034167 
lon	89.4342774 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119718&vRoadID=130&vSurveyYear=2013&vSubdivID=295
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119718&vRoadID=130&vSurveyYear=2013&vSubdivID=295
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119718&vRoadID=130&vSurveyYear=2013&vSubdivID=295
