road	R555
km	13.779
type	Box Culvert
lrpName	LRP014a
name	.
length	13.3
condition	B
structureNr	110041
est cost	0.15
roadName	Palashbari-Gaibandah Road
chainage	13.779
width	7.1
constructionYear	1994
spans	4
zone	Rangpur
circle	Bogra
division	Gaibanda
sub-division	Gaibanda
lat	25.315
lon	89.48194444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110041&vRoadID=130&vSurveyYear=2004&vSubdivID=294
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110041&vRoadID=130&vSurveyYear=2004&vSubdivID=294
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110041&vRoadID=130&vSurveyYear=2004&vSubdivID=294
